headerdatestamp|headeridentifier|headersetSpec|metadata.oai_dc:dc.dc:format.0|metadata.oai_dc:dc.dc:format.1|metadata.oai_dc:dc.dc:identifier.0|metadata.oai_dc:dc.dc:identifier.1|metadata.oai_dc:dc.dc:subject.0|metadata.oai_dc:dc.dc:subject.1|metadata.oai_dc:dc@xmlns:dc|metadata.oai_dc:dc@xmlns:oai_dc|metadata.oai_dc:dc@xmlns:xsi|metadata.oai_dc:dc@xsi:schemaLocation|metadata.oai_dc:dcdc:contributor|metadata.oai_dc:dcdc:coverage|metadata.oai_dc:dcdc:creator|metadata.oai_dc:dcdc:date|metadata.oai_dc:dcdc:description|metadata.oai_dc:dcdc:format|metadata.oai_dc:dcdc:identifier|metadata.oai_dc:dcdc:language|metadata.oai_dc:dcdc:publisher|metadata.oai_dc:dcdc:rights|metadata.oai_dc:dcdc:source|metadata.oai_dc:dcdc:subject|metadata.oai_dc:dcdc:title|metadata.oai_dc:dcdc:type
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716229|uu_uap|    |    |009-ArnoldJ_Void and Periphery.jpg|https://collections.lib.utah.edu/ark:/87278/s6h41r6q|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |009-ArnoldJ_Void and Periphery|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716230|uu_uap|    |    |010-ArnoldJ_Stardust Fever Pitch.jpg|https://collections.lib.utah.edu/ark:/87278/s6cc10gc|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |010-ArnoldJ_Stardust Fever Pitch|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716231|uu_uap|    |    |011-ArnoldJ_Journey to the Vista.jpg|https://collections.lib.utah.edu/ark:/87278/s67m07rn|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |011-ArnoldJ_Journey to the Vista|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716232|uu_uap|    |    |012-ArnoldJ_Paradise Redux.jpg|https://collections.lib.utah.edu/ark:/87278/s63x86dn|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |012-ArnoldJ_Paradise Redux|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716233|uu_uap|    |    |013-ArnoldJ_Rationale.jpg|https://collections.lib.utah.edu/ark:/87278/s6057fqp|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |013-ArnoldJ_Rationale|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716234|uu_uap|    |    |014-ArnoldJ_Reverb.jpg|https://collections.lib.utah.edu/ark:/87278/s6vd6z7d|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |014-ArnoldJ_Reverb|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716235|uu_uap|    |    |015-ArnoldJ_Revisitation.jpg|https://collections.lib.utah.edu/ark:/87278/s6qn66jh|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |015-ArnoldJ_Revisitation|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716236|uu_uap|    |    |016-ArnoldJ_Shiver.jpg|https://collections.lib.utah.edu/ark:/87278/s6kw5fts|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |016-ArnoldJ_Shiver|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716237|uu_uap|    |    |017-ArnoldJ_Big Experiment.jpg|https://collections.lib.utah.edu/ark:/87278/s6g44q3s|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |017-ArnoldJ_Big Experiment|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716238|uu_uap|    |    |018-ArnoldJ_Waxing and Waning.jpg|https://collections.lib.utah.edu/ark:/87278/s6bg2nsc|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |018-ArnoldJ_Waxing and Waning|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716239|uu_uap|    |    |001-Rounds_The Gateway.tif|https://collections.lib.utah.edu/ark:/87278/s66q1x22|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |001-Rounds_The Gateway|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716240|uu_uap|    |    |002-Rounds_Statehood Day.tif|https://collections.lib.utah.edu/ark:/87278/s62z15c5|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |002-Rounds_Statehood Day|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716241|uu_uap|    |    |003-Rounds_Brigham Young Home.tif|https://collections.lib.utah.edu/ark:/87278/s6z60nws|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |003-Rounds_Brigham Young Home|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716242|uu_uap|    |    |004-Rounds_Liberty Jail.tif|https://collections.lib.utah.edu/ark:/87278/s6td9x5x|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |004-Rounds_Liberty Jail|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716244|uu_uap|    |    |006-Rounds_Nauvoo.tif|https://collections.lib.utah.edu/ark:/87278/s6jw8dqv|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |006-Rounds_Nauvoo|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716245|uu_uap|    |    |007-Rounds_North Temple Mill at City Creek.tif|https://collections.lib.utah.edu/ark:/87278/s6f76cb8|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |007-Rounds_North Temple Mill at City Creek|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716246|uu_uap|    |    |008-Rounds_Our Legacy.tif|https://collections.lib.utah.edu/ark:/87278/s69g5mmj|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |008-Rounds_Our Legacy|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716247|uu_uap|    |    |009-Rounds_Martin Harris Farm.tif|https://collections.lib.utah.edu/ark:/87278/s65q4vx8|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |009-Rounds_Martin Harris Farm|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716248|uu_uap|    |    |010-Rounds_First Avenue.tif|https://collections.lib.utah.edu/ark:/87278/s61z447s|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |010-Rounds_First Avenue|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716249|uu_uap|    |    |011-Rounds_John Taylor's Birthplace.tif|https://collections.lib.utah.edu/ark:/87278/s6x63mrd|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |011-Rounds_John Taylor's Birthplace|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716250|uu_uap|    |    |012-Rounds_Adam-ondi-Ahman.tif|https://collections.lib.utah.edu/ark:/87278/s6sf2vzs|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |012-Rounds_Adam-ondi-Ahman|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716251|uu_uap|    |    |013-Rounds_Christmas at Eagle Gate.tif|https://collections.lib.utah.edu/ark:/87278/s6np247v|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Rounds, Al|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |013-Rounds_Christmas at Eagle Gate|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716252|uu_uap|    |    |003-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s6j102z6|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |003-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716253|uu_uap|    |    |004-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s6d79b7b|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |004-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716254|uu_uap|    |    |005-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s68g8khm|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |005-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716255|uu_uap|    |    |006-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s64q7tsw|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |006-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716256|uu_uap|    |    |007-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s60z732z|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |007-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716257|uu_uap|    |    |008-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s6w66kj4|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |008-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716258|uu_uap|    |    |009-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s6rf5ttd|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |009-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716259|uu_uap|    |    |010-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s6ms3sk9|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |010-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716260|uu_uap|    |    |011-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s6h131v8|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |011-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716261|uu_uap|    |    |012-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s6c8294z|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |012-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716262|uu_uap|    |    |013-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s67h1jd7|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |013-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716263|uu_uap|    |    |014-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s63r0sph|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |014-AllenV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716264|uu_uap|    |    |015-AllenV.tif|https://collections.lib.utah.edu/ark:/87278/s60001wk|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Allen, Von, 1950-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |015-AllenV|Image/StillImage
