headerdatestamp|headeridentifier|headersetSpec|metadata.oai_dc:dc.dc:format.0|metadata.oai_dc:dc.dc:format.1|metadata.oai_dc:dc.dc:identifier.0|metadata.oai_dc:dc.dc:identifier.1|metadata.oai_dc:dc.dc:subject.0|metadata.oai_dc:dc.dc:subject.1|metadata.oai_dc:dc@xmlns:dc|metadata.oai_dc:dc@xmlns:oai_dc|metadata.oai_dc:dc@xmlns:xsi|metadata.oai_dc:dc@xsi:schemaLocation|metadata.oai_dc:dcdc:contributor|metadata.oai_dc:dcdc:coverage|metadata.oai_dc:dcdc:creator|metadata.oai_dc:dcdc:date|metadata.oai_dc:dcdc:description|metadata.oai_dc:dcdc:format|metadata.oai_dc:dcdc:identifier|metadata.oai_dc:dcdc:language|metadata.oai_dc:dcdc:publisher|metadata.oai_dc:dcdc:rights|metadata.oai_dc:dcdc:source|metadata.oai_dc:dcdc:subject|metadata.oai_dc:dcdc:title|metadata.oai_dc:dcdc:type
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714558|uu_uap|image/jpeg|"Sculpture - Steel-bronze 48"" x 22"""|034_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6cz36r2|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1997|Abstract Sculpture.  A fountain mounted on a wall pouring into a basin with trees and a wood fence in the background.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture, Abstract; Fountains|Fountain|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714559|uu_uap|image/jpeg|"Sculpture - plaster original of Bronze 11""x20""x10"""|035_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6862g12|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|2000|Abstract sculpture.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture, Abstract|Begegnung|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714560|uu_uap|image/jpeg|"Sculpture - bronze 99"" x 24""x12"""|036_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s64f1q9b|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1995|Abstract sculpture. Light blue in color, tall and slim in form; standing next to a short zig-zag shaped concrete wall and a brick and green building.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture, Abstract|Kai-Ho|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714561|uu_uap|image/jpeg|"Sculpture - bronze 72"" x 19""x 19"""|037_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s60p0zkm|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1994|Sculpture, Abstract; Light blue in color with vegetation in the background.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture, Abstract|Combiare|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714562|uu_uap|image/jpeg|"Sculpture - 45"" x 45""x 22"""|038_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6vx0g3q|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Ogden (Utah)|Brodauf, Ursula, 1926-|1995|Sculpture, Abstract; Bluish-green sculpture against a background of green vegetation; Exhibited at the School for the Deaf and Blind, Ogden, Utah.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture, Abstract|Beginning|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714563|uu_uap|image/jpeg|"Sculpture - bronze 120"" x 108""x72"""|039_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6r49qcr|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1996|Sculpture, Abstract|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture, Abstract|Breece|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/714564|uu_uap|image/jpeg|"Sculpture - concrete and bronze 168""x108""x72"""|040_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6mg7p36|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |Salt Lake City (Utah)|Brodauf, Ursula, 1926-|1998|Abstract sculpture. The Salt Lake City Airport Fire Station Number 11 is in the background of the photograph.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture, Abstract|Intensity|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/716172|uu_uap|    |    |010_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6vq32gr|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1989|Photograph of the artist at work in her studio.|image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Artists|Artist at Work|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/716173|uu_uap|    |    |012_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6qz29r1|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1989|    |image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture|Mutter and Kind|Image/StillImage
2008-10-10|oai:collections.lib.utah.edu:uu_uap/716174|uu_uap|    |    |013_Brodauf.tif|https://collections.lib.utah.edu/ark:/87278/s6m61k11|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Brodauf, Ursula, 1926-|1988|    |image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|35 mm slide|Sculpture|Serenity|Image/StillImage
2008-06-11|oai:collections.lib.utah.edu:uu_uap/715317|uu_uap|image/jpeg|"acrylic 18"" x 24"""|001_EricksonJ.tif|https://collections.lib.utah.edu/ark:/87278/s6b56jf2|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Phillips Gallery|    |Erickson, John Owen, 1953-|    |    |    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|poster|acrylic painting|"""67 Chev"""|Image/StillImage
2008-03-04|oai:collections.lib.utah.edu:uu_uap/716177|uu_uap|    |    |001-BlissR.tif|https://collections.lib.utah.edu/ark:/87278/s6708178|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Bliss, Robert L., 1921-|    |    |image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital image copyright 2007, University of Utah. All rights reserved|    |    |001-BlissR|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716198|uu_uap|    |    |001-HorneK_Campiello.tif|https://collections.lib.utah.edu/ark:/87278/s6h99516|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Horne, Karen Elaine, 1959-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |001-HorneK_Campiello|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716199|uu_uap|    |    |002-HorneK_Light Lunch.tif|https://collections.lib.utah.edu/ark:/87278/s6cj8d9g|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Horne, Karen Elaine, 1959-|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|    |    |    |002-HorneK_Light Lunch|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716200|uu_uap|    |    |001-MakayS_Merlin II.tif|https://collections.lib.utah.edu/ark:/87278/s67s7nkr|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |McKay, Shirley|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |001-MakayS_Merlin II|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716201|uu_uap|    |    |002-MaKayS_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6416wvb|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |002-MaKayS_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716202|uu_uap|    |    |003-MakayS_Plein air painting at Silver lake.tif|https://collections.lib.utah.edu/ark:/87278/s608653z|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |003-MakayS_Plein air painting at Silver lake|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716203|uu_uap|    |    |004-MakayS_Spring City Meadow.tif|https://collections.lib.utah.edu/ark:/87278/s6vh5nnq|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |004-MakayS_Spring City Meadow|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716204|uu_uap|    |    |005-MaKayS_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6qv3m98|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |005-MaKayS_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716205|uu_uap|    |    |006-MaKayS_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6m32vkv|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |006-MaKayS_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716206|uu_uap|    |    |007-MaKayS_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6gb23vh|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |007-MaKayS_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716207|uu_uap|    |    |008-MaKayS_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6bk1c46|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |008-MaKayS_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716208|uu_uap|    |    |009-MaKayS_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s66t0mdg|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |009-MaKayS_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716209|uu_uap|    |    |010-MakayS_Passages IV.tif|https://collections.lib.utah.edu/ark:/87278/s6319vn2|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |010-MakayS_Passages IV|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716210|uu_uap|    |    |011-MaKayS_Light of the world.tif|https://collections.lib.utah.edu/ark:/87278/s6z89c6m|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |011-MaKayS_Light of the world|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716211|uu_uap|    |    |012-MaKayS_Peniments.tif|https://collections.lib.utah.edu/ark:/87278/s6tm79w6|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |012-MaKayS_Peniments|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716212|uu_uap|    |    |013-MaKayS_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6pv6k5w|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |    |    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |013-MaKayS_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716213|uu_uap|    |    |001-LeeR_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6k35tfg|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Lee, Ronald|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |001-LeeR_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716214|uu_uap|    |    |002-LeeR_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6fb52q4|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Lee, Ronald|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |002-LeeR_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716215|uu_uap|    |    |003-LeeR_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s69k4b0t|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Lee, Ronald|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |003-LeeR_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716216|uu_uap|    |    |004-LeeR_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s65t3k7n|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Lee, Ronald|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |004-LeeR_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716217|uu_uap|    |    |005-LeeR_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6222tjp|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Lee, Ronald|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |005-LeeR_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716218|uu_uap|    |    |006-LeeR_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6xd11g3|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Lee, Ronald|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |006-LeeR_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716219|uu_uap|    |    |007-LeeR_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6sn08st|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Lee, Ronald|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |007-LeeR_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716220|uu_uap|    |    |008-LeeR_Untitled.tif|https://collections.lib.utah.edu/ark:/87278/s6nv9j2z|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Lee, Ronald|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |008-LeeR_Untitled|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716221|uu_uap|    |    |001-ArnoldJ_August.jpg|https://collections.lib.utah.edu/ark:/87278/s6j38sbj|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |001-ArnoldJ_August|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716222|uu_uap|    |    |002-ArnoldJ_East Prater - Fair Game.jpg|https://collections.lib.utah.edu/ark:/87278/s6db81m6|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |002-ArnoldJ_East Prater - Fair Game|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716223|uu_uap|    |    |003-ArnoldJ_East Prater - Nexus.jpg|https://collections.lib.utah.edu/ark:/87278/s68k78wg|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |003-ArnoldJ_East Prater - Nexus|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716224|uu_uap|    |    |004-ArnoldJ_Filbert.jpg|https://collections.lib.utah.edu/ark:/87278/s64t6j6m|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |004-ArnoldJ_Filbert|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716225|uu_uap|    |    |005-ArnoldJ_Late Arrival.jpg|https://collections.lib.utah.edu/ark:/87278/s6154gtm|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |005-ArnoldJ_Late Arrival|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716226|uu_uap|    |    |006-ArnoldJ_Monsoon Summer.jpg|https://collections.lib.utah.edu/ark:/87278/s6wd40c5|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |006-ArnoldJ_Monsoon Summer|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716227|uu_uap|    |    |007-ArnoldJ_Salmagundi.jpg|https://collections.lib.utah.edu/ark:/87278/s6rn37nf|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |007-ArnoldJ_Salmagundi|Image/StillImage
2007-09-11|oai:collections.lib.utah.edu:uu_uap/716228|uu_uap|    |    |008-ArnoldJ_Stacked Forms.jpg|https://collections.lib.utah.edu/ark:/87278/s6mw2gxq|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Arnold, Jean|    |    |image/jpeg|    |    |J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |    |008-ArnoldJ_Stacked Forms|Image/StillImage
